Platform,Year_of_Release,Genre,Publisher,Global_Sales,Critic_Score,User_Score,Developer,Rating
PS2,2006.0,Action,Tecmo Koei,0.61,58.0,8.8,Omega Force,T
PS3,2009.0,Shooter,Bethesda Softworks,0.61,70.0,6.4,Artificial Mind and Movement,M
3DS,2011.0,Simulation,505 Games,0.61,56.0,6.0,Cooking Mama Limited,E
3DS,2012.0,Action,Warner Bros. Interactive Entertainment,0.61,73.0,7.4,5TH Cell,E10+
DS,2008.0,Role-Playing,Nintendo,0.61,81.0,7.0,Intelligent Systems,E10+
PS4,2014.0,Shooter,Electronic Arts,0.61,75.0,7.6,PopCap,E10+
Wii,2009.0,Shooter,Nintendo,0.61,91.0,9.3,Retro Studios,T
PS2,2002.0,Shooter,TDK Mediactive,0.61,72.0,8.5,Vicious Cycle,T
PS3,2011.0,Action,Disney Interactive Studios,0.61,70.0,6.9,Eurocom Entertainment Software,E10+
PSP,2009.0,Platform,Sony Computer Entertainment,0.61,71.0,6.3,High Impact Games,E10+
GBA,2004.0,Misc,Majesco Entertainment,0.61,49.0,6.8,Skyworks Technologies,E
PS2,2003.0,Shooter,Namco Bandai Games,0.61,81.0,8.1,Namco,T
PS3,2010.0,Shooter,Sega,0.61,84.0,8.1,PlatinumGames,M
PSV,2013.0,Adventure,Sony Computer Entertainment Europe,0.61,87.0,8.9,Media Molecule,E
XB,2005.0,Shooter,Electronic Arts,0.61,90.0,8.6,Valve Software,M
X360,2009.0,Sports,Activision,0.61,46.0,3.0,Robomodo,E10+
PS3,2014.0,Shooter,Take-Two Interactive,0.61,77.0,6.3,2K Australia,M
X360,2008.0,Sports,Bethesda Softworks,0.61,70.0,5.9,Kush Games,E
PS3,2009.0,Role-Playing,Deep Silver,0.61,70.0,7.1,"Ascaron Entertainment GmbH, Ascaron Entertainment",M
X360,2010.0,Sports,Konami Digital Entertainment,0.61,79.0,5.9,Konami,E
X360,2009.0,Sports,Spike,0.61,64.0,5.3,2K Sports,E
GBA,2005.0,Role-Playing,Nintendo,0.61,85.0,7.3,TOSE,E10+
PS3,2011.0,Fighting,Namco Bandai Games,0.61,58.0,5.4,Spike,T
GBA,2002.0,Sports,Electronic Arts,0.61,76.0,7.5,BudCat,E
GBA,2005.0,Action,Electronic Arts,0.61,71.0,6.0,Magic Pockets,E
GBA,2004.0,Action,Atari,0.61,62.0,8.9,Webfoot Technologies,E
GC,2001.0,Sports,Electronic Arts,0.61,89.0,7.5,EA Sports,E
GBA,2001.0,Action,Activision,0.61,84.0,8.7,Vicarious Visions,E
DS,2009.0,Racing,Electronic Arts,0.61,67.0,7.3,EA Games,E
PS2,2003.0,Fighting,Atari,0.61,75.0,7.7,CyberConnect2,T
Wii,2010.0,Misc,Namco Bandai Games,0.61,59.0,5.9,TOSE,E10+
GBA,2003.0,Sports,Activision,0.6,86.0,7.7,Vicarious Visions,E
PS2,2005.0,Platform,Sega,0.6,45.0,6.0,Sonic Team,E10+
GC,2001.0,Racing,Nintendo,0.6,80.0,8.3,Nintendo,E
PS3,2013.0,Shooter,Sega,0.6,43.0,3.6,Gearbox Software,M
PS2,2003.0,Fighting,Eidos Interactive,0.6,51.0,7.8,Paradox Development,M
PS3,2011.0,Shooter,Sega,0.6,64.0,7.4,Ryu ga Gotoku Studios,M
XB,2005.0,Fighting,Electronic Arts,0.6,88.0,8.8,EA Sports,T
PS3,2013.0,Action,Deep Silver,0.6,62.0,5.9,Techland,M
XOne,2014.0,Sports,Microsoft Game Studios,0.6,60.0,5.1,Microsoft Game Studios,E10+
PS2,2007.0,Sports,Take-Two Interactive,0.6,72.0,6.0,Visual Concepts,E
PS3,2013.0,Action,Tecmo Koei,0.6,68.0,8.5,Omega Force,T
WiiU,2013.0,Action,Disney Interactive Studios,0.6,71.0,7.6,Avalanche Software,E10+
PS2,2009.0,Platform,Sony Computer Entertainment,0.6,61.0,6.7,Sanzaru Games,E10+
X360,2009.0,Shooter,Ubisoft,0.6,77.0,7.6,Techland,M
X360,2010.0,Fighting,Ubisoft,0.6,32.0,4.6,Ubisoft,T
PS2,2001.0,Racing,Ubisoft,0.6,63.0,8.6,Ubisoft,E
PS2,2006.0,Action,THQ,0.6,52.0,7.5,Appaloosa Interactive,M
PS2,2001.0,Shooter,Vivendi Games,0.6,87.0,8.6,Gearbox Software,M
PS2,2001.0,Racing,Infogrames,0.6,81.0,7.5,Monster Games Inc.,E
X360,2010.0,Racing,Disney Interactive Studios,0.6,82.0,8.1,Black Rock Studio,E10+
DS,2007.0,Action,Sega,0.6,43.0,4.9,Artificial Mind and Movement,E10+
Wii,2009.0,Role-Playing,Rising Star Games,0.6,81.0,8.7,Vanillaware,T
Wii,2008.0,Action,Capcom,0.6,90.0,8.9,Ready at Dawn,T
PS4,2014.0,Action,Warner Bros. Interactive Entertainment,0.6,72.0,6.6,TT Games,E10+
PS4,2016.0,Sports,Take-Two Interactive,0.6,69.0,6.9,Yuke's,T
WiiU,2013.0,Misc,Ubisoft,0.6,72.0,7.6,Ubisoft,E10+
PS4,2014.0,Sports,Electronic Arts,0.6,60.0,3.6,EA Sports,E10+
PC,2011.0,Strategy,Sega,0.6,90.0,8.3,Creative Assembly,T
PS2,2007.0,Sports,Spike,0.6,71.0,7.5,Kush Games,E
DS,2007.0,Simulation,Electronic Arts,0.6,69.0,6.3,Aki Corp.,E
PS2,2004.0,Racing,THQ,0.59,62.0,8.1,Climax Group,E
X360,2008.0,Misc,Electronic Arts,0.59,56.0,5.8,EA Bright Light,E
PS3,2009.0,Sports,Activision,0.59,44.0,2.1,Robomodo,E10+
GC,2002.0,Shooter,Electronic Arts,0.59,80.0,7.9,Dreamworks Games,T
PC,2008.0,Action,Electronic Arts,0.59,86.0,8.0,EA Redwood Shores,M
PS,2000.0,Sports,Midway Games,0.59,70.0,7.5,Midway,E
PS3,2010.0,Sports,Electronic Arts,0.59,88.0,7.1,Electronic Arts,E10+
PS3,2012.0,Action,Sega,0.59,83.0,8.5,Ryu ga Gotoku Studios,M
PS2,2002.0,Sports,Electronic Arts,0.59,73.0,5.6,EA Sports,E
XB,2004.0,Sports,Electronic Arts,0.59,90.0,8.5,EA Sports,E
GC,2002.0,Platform,Universal Interactive,0.59,62.0,7.3,Traveller's Tales,E
XOne,2015.0,Sports,Take-Two Interactive,0.59,72.0,5.7,Yuke's,T
PC,2011.0,Action,Ubisoft,0.59,88.0,8.2,Ubisoft Montreal,M
XB,2003.0,Sports,Microsoft Game Studios,0.59,73.0,7.8,Team Ninja,M
PS2,2010.0,Action,Konami Digital Entertainment,0.59,77.0,6.8,Climax Group,M
X360,2010.0,Racing,Activision,0.59,82.0,8.3,Bizarre Creations,E10+
DS,2004.0,Racing,Ubisoft,0.59,60.0,7.5,Gameloft,E
PS2,2004.0,Platform,Capcom,0.59,81.0,9.0,Atomic Planet Entertainment,E
PS3,2014.0,Action,Konami Digital Entertainment,0.59,66.0,5.9,Kojima Productions,M
GBA,2003.0,Simulation,Ubisoft,0.59,81.0,9.6,TOSE,E
X360,2008.0,Action,Ubisoft,0.59,80.0,7.8,Ubisoft Montreal,T
DS,2009.0,Misc,Nintendo,0.59,82.0,8.7,Intelligent Systems,E
Wii,2008.0,Action,Sega,0.59,44.0,7.0,Artificial Mind and Movement,T
PS3,2010.0,Fighting,Sony Computer Entertainment,0.59,48.0,7.5,Coldwood Interactive,T
PS2,2003.0,Action,Capcom,0.58,58.0,5.1,"Valuewave Co.,Ltd.",E
PC,2011.0,Shooter,Square Enix,0.58,90.0,8.5,Nixxes Software,M
PSP,2007.0,Role-Playing,Square Enix,0.58,67.0,7.7,TOSE,E10+
X360,2012.0,Fighting,Namco Bandai Games,0.58,77.0,6.2,Project Soul,T
PS2,2005.0,Role-Playing,Square Enix,0.58,58.0,8.0,Square Enix,E10+
X360,2008.0,Action,Ubisoft,0.58,55.0,6.4,Ubisoft Montreal,T
Wii,2008.0,Action,Take-Two Interactive,0.58,68.0,5.7,Pam Development,E
X360,2010.0,Misc,Warner Bros. Interactive Entertainment,0.58,33.0,3.7,Farsight Studios,E
PS2,2004.0,Role-Playing,Electronic Arts,0.58,73.0,8.2,EA Games,T
DS,2010.0,Shooter,Activision,0.58,74.0,6.0,n-Space,T
PS3,2008.0,Sports,Electronic Arts,0.58,81.0,7.3,EA Tiburon,E
PS3,2011.0,Sports,Sony Computer Entertainment,0.58,90.0,7.8,SCEA San Diego Studios,E
X360,2012.0,Adventure,Microsoft Game Studios,0.58,68.0,5.1,Asobo Studio,E
WiiU,2013.0,Platform,Activision,0.58,89.0,6.0,Vicarious Visions,E10+
PS2,2003.0,Action,Atari,0.58,38.0,6.3,Black Ops Entertainment,T
Wii,2009.0,Misc,Activision,0.58,74.0,7.7,Beenox,T
X360,2009.0,Action,Ubisoft,0.58,73.0,7.3,Ubisoft Romania,T
PS3,2011.0,Adventure,Electronic Arts,0.58,70.0,7.9,Spicy Horse,M
3DS,2013.0,Role-Playing,Atlus,0.58,83.0,8.3,Atlus,M
X360,2006.0,Sports,Take-Two Interactive,0.58,84.0,7.8,"Kush Games, Visual Concepts",E
PS3,2011.0,Sports,Electronic Arts,0.58,86.0,7.5,Electronic Arts,E10+
PS2,2000.0,Shooter,Infogrames,0.58,77.0,6.8,Epic Games,M
PS,2000.0,Role-Playing,Namco Bandai Games,0.58,42.0,7.6,Bandai,E
XB,2005.0,Action,Ubisoft,0.58,85.0,8.4,Ubisoft,M
PS3,2013.0,Fighting,Namco Bandai Games,0.58,71.0,8.3,CyberConnect2,T
PS2,2002.0,Shooter,Konami Digital Entertainment,0.58,78.0,6.6,KCET,T
DS,2009.0,Role-Playing,Square Enix,0.58,71.0,7.1,Matrix Software,E10+
PS3,2013.0,Platform,Ubisoft,0.58,91.0,8.7,Ubisoft Montpellier,E10+
PSV,2012.0,Sports,Electronic Arts,0.58,79.0,7.2,Electronic Arts,E
PS,2000.0,Action,Activision,0.58,77.0,8.7,Acquire,M
GC,2002.0,Sports,Activision,0.58,91.0,8.6,Neversoft Entertainment,T
PS2,2006.0,Action,Namco Bandai Games,0.58,52.0,6.9,Cavia Inc.,T
PS2,2005.0,Sports,Electronic Arts,0.58,78.0,8.5,EA Canada,E10+
PS,1999.0,Role-Playing,SquareSoft,0.58,79.0,9.0,SquareSoft,M
Wii,2008.0,Sports,Electronic Arts,0.58,70.0,8.4,Electronic Arts,E
Wii,2011.0,Action,Disney Interactive Studios,0.57,76.0,8.3,High Impact Games,E10+
XB,2005.0,Shooter,Ubisoft,0.57,85.0,5.7,Ubisoft Montreal,M
GBA,2002.0,Sports,Activision,0.57,85.0,8.8,Vicarious Visions,E
PSP,2005.0,Racing,SouthPeak Games,0.57,63.0,7.8,Climax Group,E
PS2,2005.0,Role-Playing,Namco Bandai Games,0.57,78.0,8.4,Namco,T
X360,2013.0,Shooter,505 Games,0.57,75.0,6.3,Overkill Software,M
X360,2007.0,Shooter,Midway Games,0.57,62.0,6.1,Midway Studios - Austin,T
GBA,2004.0,Action,Vivendi Games,0.57,60.0,7.0,Vicarious Visions,E
PS3,2012.0,Strategy,Take-Two Interactive,0.57,89.0,8.2,Firaxis Games,M
3DS,2011.0,Action,Activision,0.57,82.0,4.9,Vicarious Visions,E10+
PC,2009.0,Simulation,Electronic Arts,0.57,81.0,8.0,The Sims Studio,T
GC,2005.0,Sports,Electronic Arts,0.57,86.0,8.5,EA Sports,E
XOne,2016.0,Shooter,Electronic Arts,0.57,87.0,8.0,Respawn Entertainment,M
PS3,2009.0,Fighting,PQube,0.57,87.0,8.4,Arc System Works,T
X360,2008.0,Action,Sega,0.57,45.0,5.9,Secret Level,T
PS2,2004.0,Fighting,Namco Bandai Games,0.57,73.0,7.9,CyberConnect2,T
PS3,2009.0,Sports,Electronic Arts,0.57,88.0,7.9,EA Canada,E10+
PS3,2010.0,Misc,MTV Games,0.57,91.0,8.0,Harmonix Music Systems,T
XB,2001.0,Shooter,Microsoft Game Studios,0.57,71.0,7.5,Stormfront Studios,T
PS2,2005.0,Action,Tecmo Koei,0.57,57.0,9.1,Omega Force,T
XOne,2014.0,Sports,Take-Two Interactive,0.57,56.0,5.7,Yuke's,T
PS2,2006.0,Sports,Electronic Arts,0.57,77.0,8.1,EA Canada,E
XB,2002.0,Racing,Activision,0.57,74.0,5.2,Bunkasha Publishing,T
X360,2013.0,Shooter,Trion Worlds,0.57,60.0,7.2,Trion Worlds,M
PS3,2011.0,Role-Playing,Nippon Ichi Software,0.57,80.0,7.8,Nippon Ichi Software,T
XB,2003.0,Platform,THQ,0.57,70.0,8.9,Heavy Iron Studios,E
PS3,2012.0,Shooter,Bethesda Softworks,0.57,67.0,6.4,id Software,M
X360,2007.0,Platform,Activision,0.57,63.0,7.0,Treyarch,T
PSP,2011.0,Action,Konami Digital Entertainment,0.57,74.0,6.3,Konami,E
Wii,2009.0,Shooter,Sega,0.57,69.0,8.2,High Voltage Software,T
Wii,2009.0,Misc,Electronic Arts,0.57,67.0,7.5,EA Bright Light,E
WiiU,2015.0,Misc,Ubisoft,0.57,73.0,6.9,Ubisoft,E10+
X360,2011.0,Action,Disney Interactive Studios,0.57,66.0,5.3,Eurocom Entertainment Software,E10+
XB,2002.0,Racing,Microsoft Game Studios,0.57,87.0,8.3,Digital Illusions,E
PS2,2004.0,Action,Capcom,0.57,58.0,7.7,Capcom,M
PS3,2008.0,Action,Take-Two Interactive,0.57,75.0,7.5,Pam Development,E
PS2,2003.0,Shooter,Ubisoft,0.57,73.0,8.6,Ubisoft Paris,M
PSP,2007.0,Action,Eidos Interactive,0.57,78.0,8.2,Crystal Dynamics,T
3DS,2012.0,Role-Playing,Xseed Games,0.57,78.0,8.1,Neverland,E10+
PS3,2009.0,Role-Playing,SouthPeak Games,0.57,77.0,8.0,Silicon Studio,E10+
Wii,2009.0,Action,THQ,0.56,62.0,8.0,Asobo Studio,E10+
PS,2000.0,Role-Playing,Capcom,0.56,83.0,8.9,Capcom,T
GC,2003.0,Action,Activision,0.56,77.0,7.3,Exakt,M
PS2,2007.0,Role-Playing,Square Enix,0.56,83.0,8.6,Vanilla Ware,T
PC,2014.0,Shooter,Electronic Arts,0.56,86.0,6.2,Respawn Entertainment,M
PS2,2006.0,Sports,Electronic Arts,0.56,66.0,8.6,EA Tiburon,E10+
GBA,2003.0,Action,Electronic Arts,0.56,77.0,8.2,Griptonite Games,T
PS2,2001.0,Sports,Midway Games,0.56,78.0,7.6,Black Box,E
Wii,2008.0,Platform,Vivendi Games,0.56,64.0,6.5,Etranges Libellules,E10+
GBA,2004.0,Puzzle,Nintendo,0.56,66.0,7.5,Nintendo,E
XB,2003.0,Simulation,Electronic Arts,0.56,81.0,8.9,Maxis,T
PS2,2007.0,Sports,Electronic Arts,0.56,63.0,8.6,EA Canada,E
PS,2001.0,Platform,Sony Computer Entertainment,0.56,65.0,6.9,Artificial Mind and Movement,E
X360,2011.0,Shooter,THQ,0.56,76.0,7.8,Relic,M
X360,2008.0,Action,Take-Two Interactive,0.56,78.0,7.6,Pam Development,E
PS2,2004.0,Sports,Activision,0.56,55.0,8.4,Sand Grain Studios,T
X360,2009.0,Misc,Warner Bros. Interactive Entertainment,0.56,71.0,7.2,TT Fusion,E10+
PS2,2001.0,Fighting,Electronic Arts,0.56,81.0,7.5,Black Ops Entertainment,T
XB,2005.0,Shooter,Electronic Arts,0.56,80.0,8.2,Digital Illusions,T
PS3,2009.0,Action,Ubisoft,0.56,74.0,8.1,Ubisoft Romania,T
PS2,2001.0,Sports,Acclaim Entertainment,0.56,77.0,7.6,Acclaim Studios Austin,E
GC,2005.0,Racing,Electronic Arts,0.56,80.0,9.1,EA Canada,T
Wii,2008.0,Adventure,Disney Interactive Studios,0.56,50.0,5.8,Avalanche Software,E10+
XB,2003.0,Fighting,THQ,0.56,68.0,7.3,Anchor,T
PS2,2007.0,Action,Take-Two Interactive,0.56,67.0,7.8,Rockstar London,M
PS2,2003.0,Role-Playing,Square Enix,0.56,56.0,8.1,Racjin,T
PSP,2006.0,Sports,Activision,0.56,68.0,7.6,Page 44 Studios,T
PS2,2005.0,Action,Electronic Arts,0.56,64.0,7.3,Eurocom Entertainment Software,T
X360,2007.0,Sports,Activision,0.56,72.0,5.4,Neversoft Entertainment,T
PS2,2003.0,Misc,Vivendi Games,0.56,56.0,6.5,Magenta Software,E
GBA,2002.0,Misc,Universal Interactive,0.56,47.0,7.0,Digital Illusions,E
X360,2009.0,Shooter,Activision,0.56,72.0,7.5,"id Software, Raven Software",M
XB,2002.0,Platform,Microsoft Game Studios,0.56,71.0,8.0,Artoon,E
PS2,2003.0,Sports,Sega,0.56,91.0,8.5,Visual Concepts,E
XB,2005.0,Sports,Take-Two Interactive,0.56,81.0,8.2,Kush Games,E
Wii,2010.0,Puzzle,Nintendo,0.56,72.0,5.8,"Tetris Online, Inc",E
PSV,2012.0,Action,Sony Computer Entertainment,0.56,83.0,8.5,SCE Japan Studio,T
XOne,2016.0,Action,Microsoft Game Studios,0.56,77.0,6.8,Remedy Entertainment,M
PSP,2005.0,Puzzle,Ignition Entertainment,0.56,75.0,6.6,Awesome Studios,E
X360,2007.0,Action,Ubisoft,0.56,58.0,6.3,Ubisoft Montreal,E10+
PS2,2001.0,Shooter,Codemasters,0.56,59.0,6.8,Pipe Dream Interactive,M
PSP,2011.0,Role-Playing,Square Enix,0.56,77.0,7.5,Bullets,E10+
X360,2008.0,Shooter,THQ,0.56,75.0,7.8,Kaos Studios,T
PS2,2001.0,Racing,THQ,0.56,76.0,8.3,Pacific Coast Power & Light,E
XB,2006.0,Sports,Electronic Arts,0.56,88.0,6.9,EA Sports,E
PS,1998.0,Role-Playing,Kadokawa Shoten,0.55,78.0,9.1,Game Arts,T
DS,2010.0,Simulation,Natsume,0.55,68.0,7.5,Marvelous Entertainment,E
Wii,2007.0,Action,Rising Star Games,0.55,83.0,8.4,Grasshopper Manufacture,M
PS3,2011.0,Action,Sony Computer Entertainment,0.55,84.0,8.4,Ready at Dawn,M
Wii,2008.0,Platform,Take-Two Interactive,0.55,47.0,7.0,High Voltage Software,E
PS2,2001.0,Action,Eidos Interactive,0.55,80.0,8.5,Crystal Dynamics,M
PS2,2005.0,Action,Konami Digital Entertainment,0.55,94.0,9.3,Aspect,M
PS3,2010.0,Action,Namco Bandai Games,0.55,80.0,7.4,Ninja Theory,T
XB,2002.0,Fighting,THQ,0.55,68.0,6.6,Anchor,T
XOne,2015.0,Misc,Activision,0.55,81.0,5.1,FreeStyleGames,T
PS2,2001.0,Action,Sony Computer Entertainment,0.55,67.0,7.8,Deep Space,M
PS2,2001.0,Adventure,Ubisoft,0.55,68.0,6.7,Ubisoft,T
PSV,2011.0,Sports,Sony Computer Entertainment,0.55,76.0,8.1,Clap Hanz,E
XB,2002.0,Sports,Activision,0.55,93.0,8.4,Neversoft Entertainment,T
GBA,2002.0,Platform,Capcom,0.55,82.0,8.9,Inti,E
PS4,2015.0,Action,Capcom,0.55,75.0,7.7,Capcom,M
PS3,2007.0,Sports,Take-Two Interactive,0.55,81.0,6.8,Visual Concepts,E
Wii,2011.0,Platform,Ubisoft,0.55,92.0,8.3,UBlart Montpellier,E10+
PC,2014.0,Action,Ubisoft,0.55,70.0,3.0,"Ubisoft, Ubisoft Montreal",M
X360,2011.0,Racing,THQ,0.55,63.0,7.2,THQ Digital Studio Phoenix,E
XB,2004.0,Platform,Activision,0.55,72.0,8.4,"Luxoflux, Inc.",E
DS,2007.0,Simulation,THQ,0.55,67.0,6.8,Brain Toys,E
PC,2010.0,Action,Ubisoft,0.55,86.0,6.9,Ubisoft Montreal,M
GBA,2003.0,Platform,THQ,0.55,79.0,9.2,Avalanche Software,E
X360,2009.0,Misc,Microsoft Game Studios,0.55,70.0,7.6,iNiS,T
XB,2002.0,Shooter,Acclaim Entertainment,0.55,68.0,6.7,Acclaim,M
PS2,2005.0,Racing,Sony Computer Entertainment,0.55,76.0,7.7,Naughty Dog,T
PS2,2003.0,Misc,Codemasters,0.55,41.0,4.8,Hothouse Creations,E
XB,2004.0,Shooter,Take-Two Interactive,0.55,74.0,8.5,Rockstar San Diego,M
DS,2008.0,Puzzle,Deep Silver,0.55,67.0,6.8,Nuevo Retro Games,E
DS,2008.0,Simulation,THQ,0.55,82.0,7.1,Rare Ltd.,E
PS3,2013.0,Platform,Sony Computer Entertainment Europe,0.54,75.0,8.3,Sanzaru Games,E10+
PS2,2008.0,Action,Sega,0.54,47.0,5.6,Artificial Mind and Movement,T
PS3,2012.0,Shooter,Take-Two Interactive,0.54,77.0,8.0,Yager,M
XB,2004.0,Platform,THQ,0.54,74.0,8.5,Heavy Iron Studios,E
PS3,2013.0,Sports,Electronic Arts,0.54,80.0,6.0,Electronic Arts,E10+
PS3,2013.0,Racing,Codemasters,0.54,77.0,6.3,Codemasters Birmingham,E
PS3,2009.0,Fighting,THQ,0.54,70.0,6.5,Yuke's,T
X360,2007.0,Sports,Electronic Arts,0.54,80.0,7.8,EA Salt Lake,E
XB,2003.0,Simulation,Konami Digital Entertainment,0.54,82.0,8.8,Konami Computer Entertainment Hawaii,E
PS2,2005.0,Racing,Vivendi Games,0.54,66.0,7.0,Radical Entertainment,E10+
PS2,2003.0,Strategy,Square Enix,0.54,75.0,8.6,Square Enix,T
PSV,2012.0,Platform,Ubisoft,0.54,88.0,8.4,UBlart Montpellier,E10+
PS3,2007.0,Shooter,Vivendi Games,0.54,72.0,7.4,Day 1 Studios,M
X360,2010.0,Action,Namco Bandai Games,0.54,82.0,7.8,Ninja Theory,T
PSP,2006.0,Fighting,Atari,0.54,70.0,8.1,Dimps Corporation,T
PS3,2012.0,Sports,Electronic Arts,0.54,75.0,5.7,Electronic Arts,E
PS3,2010.0,Action,Tecmo Koei,0.54,58.0,7.5,"Omega Force, Koei Tecmo Games",T
Wii,2010.0,Sports,Electronic Arts,0.54,84.0,8.3,EA Sports,E
PS3,2009.0,Sports,Electronic Arts,0.54,81.0,7.5,EA Canada,E
X360,2010.0,Shooter,THQ,0.54,77.0,7.9,4A Games,M
GC,2005.0,Action,Nintendo,0.54,85.0,8.9,Intelligent Systems,T
DS,2007.0,Adventure,Nintendo,0.54,78.0,8.6,Cing,T
3DS,2014.0,Role-Playing,Square Enix,0.54,69.0,7.0,Racjin,E10+
GC,2001.0,Sports,Electronic Arts,0.54,87.0,8.6,EA Sports Big,E
XB,2004.0,Shooter,Activision,0.54,74.0,9.2,WXP,T
PS2,2003.0,Sports,Sega,0.54,89.0,8.4,Visual Concepts,E
X360,2011.0,Fighting,Namco Bandai Games,0.54,55.0,5.8,Spike,T
X360,2009.0,Role-Playing,Deep Silver,0.54,71.0,7.3,"Ascaron Entertainment GmbH, Ascaron Entertainment",M
X360,2011.0,Role-Playing,Unknown,0.54,67.0,6.6,Reality Pump,M
PS2,2006.0,Platform,Activision,0.54,58.0,8.6,Edge of Reality,E10+
PS,2001.0,Sports,Activision,0.54,80.0,8.6,Shaba Games,E
DS,2011.0,Action,Disney Interactive Studios,0.54,47.0,7.5,Altron,E
X360,2013.0,Sports,Electronic Arts,0.54,81.0,5.9,Electronic Arts,E10+
PS2,2003.0,Platform,Vivendi Games,0.54,59.0,8.6,Inevitable Entertainment,E
PS2,2003.0,Fighting,Sony Computer Entertainment,0.54,80.0,8.9,Incognito Inc.,T
Wii,2010.0,Action,Electronic Arts,0.54,41.0,5.0,Electronic Arts,T
PS2,2005.0,Action,Vivendi Games,0.54,83.0,8.7,Radical Entertainment,T
PS3,2010.0,Shooter,Namco Bandai Games,0.54,58.0,5.9,Nex Entertainment,T
Wii,2008.0,Sports,Ubisoft,0.53,46.0,4.6,Destineer,E
PS2,2001.0,Shooter,Namco Bandai Games,0.53,81.0,7.9,Namco,T
PS2,2005.0,Sports,Electronic Arts,0.53,78.0,9.1,EA Canada,E
WiiU,2015.0,Action,Warner Bros. Interactive Entertainment,0.53,62.0,6.5,Traveller's Tales,E10+
PSP,2010.0,Role-Playing,Sega,0.53,83.0,8.1,Sega,T
Wii,2010.0,Fighting,Capcom,0.53,85.0,8.8,Eighting,T
DS,2006.0,Role-Playing,Rising Star Games,0.53,78.0,8.1,Neverland,E
PS2,2003.0,Action,Eidos Interactive,0.53,75.0,9.3,Crystal Dynamics,M
PS2,2004.0,Sports,Electronic Arts,0.53,78.0,8.3,EA Canada,E
PS,2000.0,Racing,Electronic Arts,0.53,51.0,4.6,Eutechnyx,T
PSP,2010.0,Role-Playing,Square Enix,0.53,87.0,8.8,Square Enix,T
PS2,2004.0,Shooter,SCi,0.53,58.0,8.1,Pivotal Games,M
PS3,2013.0,Role-Playing,Nippon Ichi Software,0.53,82.0,8.3,Vanillaware,T
PS2,2003.0,Sports,Midway Games,0.53,78.0,8.3,Midway,E
XB,2004.0,Sports,Midway Games,0.53,78.0,7.7,Midway,M
Wii,2007.0,Action,Take-Two Interactive,0.53,62.0,7.1,Rockstar Toronto,M
XOne,2014.0,Misc,Ubisoft,0.53,70.0,7.5,Ubisoft,E10+
XOne,2014.0,Action,Warner Bros. Interactive Entertainment,0.53,69.0,6.9,TT Games,E10+
PC,2016.0,Shooter,Activision,0.53,91.0,6.8,Blizzard Entertainment,T
XB,2005.0,Action,Ubisoft,0.53,82.0,8.5,Ubisoft Montpellier,T
XB,2005.0,Racing,Electronic Arts,0.53,89.0,8.4,Criterion Games,E10+
XB,2005.0,Shooter,Electronic Arts,0.53,72.0,7.0,EA LA,T
PS2,2004.0,Platform,Electronic Arts,0.53,71.0,8.2,Krome Studios,E
XB,2002.0,Action,Universal Interactive,0.53,59.0,6.6,WXP,T
PS2,2005.0,Sports,Sony Computer Entertainment,0.53,63.0,6.3,SCEA Sports Studio,E
Wii,2006.0,Racing,Nintendo,0.53,72.0,8.4,Monster Games Inc.,E
DS,2008.0,Role-Playing,Konami Digital Entertainment,0.53,69.0,7.6,Konami,E10+
GC,2004.0,Role-Playing,Activision,0.53,81.0,8.5,Raven Software,T
PC,2015.0,Strategy,Activision,0.53,88.0,8.3,Blizzard Entertainment,T
DS,2009.0,Puzzle,Rondomedia,0.53,56.0,7.5,Storm City Games,E
PSP,2010.0,Racing,Sony Computer Entertainment,0.53,73.0,7.7,SCEA San Diego Studios,E
DS,2009.0,Fighting,THQ,0.53,75.0,8.3,Yuke's,T
PS2,2001.0,Action,Take-Two Interactive,0.53,69.0,7.8,Rockstar Toronto,T
PSP,2007.0,Shooter,Ubisoft,0.53,61.0,6.4,"High Voltage Software, Ubisoft Paris",T
Wii,2008.0,Action,THQ,0.53,47.0,5.4,Incinerator Games,E
PS3,2009.0,Shooter,Warner Bros. Interactive Entertainment,0.53,43.0,3.9,GRIN,T
DS,2010.0,Action,Activision,0.53,60.0,7.5,Griptonite Games,E10+
GC,2002.0,Action,Electronic Arts,0.53,82.0,8.7,Stormfront Studios,T
PC,2011.0,Action,Warner Bros. Interactive Entertainment,0.53,91.0,8.6,Rocksteady Studios,T
PS2,2005.0,Racing,THQ,0.53,68.0,7.7,Juice Games,T
PS2,2005.0,Action,Take-Two Interactive,0.53,84.0,8.5,Rockstar Toronto,M
DS,2006.0,Shooter,Nintendo,0.53,76.0,7.3,Q-Games,E10+
PS3,2011.0,Shooter,Electronic Arts,0.53,83.0,7.7,"Epic Games, People Can Fly",M
PS2,2003.0,Shooter,Activision,0.53,66.0,8.0,Raster,M
GBA,2005.0,Sports,Nintendo,0.52,81.0,8.0,Camelot Software Planning,E
DC,1999.0,Simulation,Sega,0.52,82.0,8.4,Vivarium,T
PS3,2011.0,Misc,Ubisoft,0.52,66.0,8.4,Ubisoft Montreal,E10+
PS3,2007.0,Racing,THQ,0.52,76.0,6.2,Paradigm Entertainment,T
X360,2009.0,Shooter,Warner Bros. Interactive Entertainment,0.52,77.0,8.0,Monolith Productions,M
